key;comments;en_US;tr_TR
VOD_FEATURES_ACTION_REMOVEFROMFAV;;REMOVE FROM FAVORITES;FAVORİLERİMDEN ÇIKAR
VOD_FEATURES_ACTION_MYFAVS;;MY FAVORITES;FAVORİLERİM
EVENTOPTION_WATCHPORTAL_MESSAGE_ACCESS;;You can watch this program from the beginning in beIN CONNECT.;Bu içeriği başından itibaren beIN CONNECT’te izleyebilirsiniz.
POPUP_NOTIFICATIONS_MESSAGE_SINGLE_IN_PORTAL;;You can watch this program from the beginning in beIN CONNECT.;Bu içeriği başından itibaren beIN CONNECT’te izleyebilirsiniz.
POPUP_NOTIFICATIONS_MESSAGE_VOLUME_IN_PORTAL;;You can watch missed episodes in beIN CONNECT.;Kaçırdığınız bölümleri beIN CONNECT’te izleyebilirsiniz.
POPUP_NOTIFICATIONS_MESSAGE_SINGLE_IN_PORTAL_NO_CONN;;Connect your STB to internet whenever you want to watch this content from the beginning in beIN CONNECT.;Digiturk’ünüzü internete bağlayın, bu içeriği başından itibaren dilediğiniz zaman beIN CONNECT’ten izleyin.
POPUP_NOTIFICATIONS_MESSAGE_VOLUME_IN_PORTAL_NO_CONN;;Connect your STB to internet whenever you want to watch missed episodes in beIN CONNECT.;Digiturk’ünüzü internete bağlayın, kaçırdığınız bölümleri dilediğiniz zaman beIN CONNECT’ten izleyin.
VOD_FEATURES_MESSAGE_CONFIRMADDTOFAV;;The content is added to your favourite list. You can watch your favourite programs in Favorilerim section.;Bu içerik favori listenize eklenmiştir. Favorilerim başlığı altından listenize eklediğiniz içeriklere ulaşabilirsiniz.
VOD_FEATURES_MESSAGE_CONFIRMREMOVEFROMFAV;;The content is removed from your favourite list.;Bu içerik favori listenizden çıkarılmıştır.
VOD_FEATURES_ACTION_LASTWATCHED;;LAST WATCHED;SON İZLEDİKLERİM
OKMENU_SPY_ACTION_SWAP_AUDIO;;SWAP AUDIO;SESLERİ DEĞİŞTİR
VOD_NODATA_MESSAGE_RENTED;;There is no rented content;Kiraladığınız içerik bulunmamaktadır.
VOD_CATALOGUE_MESSAGE_TEXT;;CONNECTION ERROR%cr%Connect your decoder to the IP service for a richer experience! %cr%Access 100s of movies, series in IQ Portal, never miss a show again with catch-up TV, get widgets, and more. %cr%Call customer service for assistance. 0212 473 7373;BAĞLANTI HATASI%cr%Uydu alıcınızı internete bağlayarak çok daha gelişmiş bir deneyim yaşayabilirsiniz.%cr%Yüzlerce film, dizi, belgesel, uygulamalar ve fazlası...%cr%Destek için Müşteri Hizmetlerini arayınız. 0212 4737373
VOD_CATALOGUE_MESSAGE_PROXYERROR;;MAINTENANCE%cr%We are currently maintaining our servers to improve service quality.%cr%Please try it later.;BAKIM ÇALIŞMASI%cr%Hizmet kalitemizi artırmak için sunucularımızda bakım çalışması yapılmaktadır.%cr%Lütfen kısa bir süre sonra tekrar deneyiniz.
VOD_NODATA_MESSAGE_ALL;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.
VOD_NODATA_MESSAGE_TIMEOUT;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.
VOD_ERROR_MESSAGE_GENDBS;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.
VOD_ERROR_MESSAGE_ENCDBS;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.
VOD_ERROR_MESSAGE_GENPORTAL;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.
VOD_ERROR_MESSAGE_RESOLV;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.
VOD_ERROR_MESSAGE_SERVICELAYER;;CONNECTION ERROR%cr%Please try again.%cr%If problem continues power off and power on your receiver.%cr%Call customer service for assistance.0212 4737373;BAĞLANTI HATASI%cr%Lütfen tekrar deneyiniz.%cr%Eğer probleminiz çözülmezse, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.%cr%Destek için Müşteri Hizmetlerini arayınız. 0212 4737373
VOD_ERROR_MESSAGE_BADURLS;;HTTP Media Service Provider Error. %cr%Please try again later;HTTP Medya Servis Sağlayıcı Hatası. %cr%Lütfen daha sonra tekrar deneyiniz.
VOD_ERROR_MESSAGE_SIGNALLOST;;This service is only available when the signal cable is connected. Please connect your signal cable.;Bu servise sadece sinyal alınırken ulaşabilirsiniz. %cr%SMR0001%cr%Lütfen sinyal bağlantılarınızı kontrol ediniz.
VOD_ERROR_MESSAGE_SMARTCARD;;This service is only available when the smart card is inserted. Please insert your smart card.;Bu servise sadece Dijital Kartınız takılı iken ulaşabilirsiniz. %cr%Lütfen Dijital Kartınız takınız.
VOD_ERROR_MESSAGE_SCANDSIGNAL;;This service is only available when the smart card is inserted and signal cable is connected.;Bu servise sadece sinyal alınırken ve Dijital Kartınız takılı iken ulaşabilirsiniz.
LANG_BTM;;DESCRIPTIVE;BETİMLEMELİ
VOD_PLAYERROR_MESSAGE_DRMWEBSERVICE;;DRM WebService Provider Error. Please try it again later.;DRM Webservis Sağlayıcı Hatası. Daha sonra tekrar deneyiniz.
LAYOUT_MOREINFO_HELP_EXPIRATIONDATE;;Time at which the TBR will expire.;Zaman bazlı kaydın izlenebileceği son tarih
EVENTOPTION_WATCH_ACTION_CLOSESPY;;CLOSE SPY;TAKİP EKRANINI KAPAT
CHANNELS_CHANLIST_VALUE_CLEARFILTERINGLC;;CLEAR FILTERING;FİLTREYİ KALDIR
CHANNELS_CHANLIST_VALUE_CHGPSYS2LC;;DIGITURK CHANNELS;DIGITURK KANALLARI
CHANNELS_CHANLIST_VALUE_CHGPSYS3LC;;Radio;Radyo
CHANNELS_CHANLIST_VALUE_CHGPTHEM1LC;;National;Ulusal
CHANNELS_CHANLIST_VALUE_CHGPTHEM2LC;;News;Haber
CHANNELS_CHANLIST_VALUE_CHGPTHEM3LC;;Movies & Series;Film & Dizi
CHANNELS_CHANLIST_VALUE_CHGPTHEM4LC;;Sports;Spor
CHANNELS_CHANLIST_VALUE_CHGPTHEM5LC;;Kids;Çocuk
CHANNELS_CHANLIST_VALUE_CHGPTHEM6LC;;Music;Müzik
CHANNELS_CHANLIST_VALUE_CHGPTHEM7LC;;Documentary;Belgesel
CHANNELS_CHANLIST_VALUE_CHGPTHEM8LC;;Ent & Life;Yaşam & Eğlence
CHANNELS_CHANLIST_VALUE_CHGPTHEM9LC;;World;Dünya
CHANNELS_CHANLIST_VALUE_CHGPTHEM10LC;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM11LC;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM12LC;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM13LC;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM14LC;;Radio;Radyo
CHANNELS_CHANLIST_VALUE_CHGPUSELC1;;Favourites 1;Favori 1
CHANNELS_CHANLIST_VALUE_CHGPUSELC2;;Favourites 2;Favori 2
CHANNELS_CHANLIST_VALUE_CHGPUSELC3;;Favourites 3;Favori 3
CHANNELS_CHANLIST_VALUE_CHGPUSELC4;;Favourites 4;Favori 4
CHANNELS_CHANLIST_VALUE_CHGPUSELC5;;Favourites 5;Favori 5
CHANNELS_CHANLIST_VALUE_CHGPUSELC6;;Favourites 6;Favori 6
CHANNELS_CHANLIST_VALUE_HDCHANNELLC;;HD;HD
VOD_PLAYERROR_MESSAGE_FORMAT;;Format Error. Please try it again later.;Format Hatası. Daha sonra tekrar deneyiniz.
VOD_CATALOGUE_MESSAGE_INFOUSER;;You can access your contents stored in your hdd via satellite here by pressing OK key.;Sabit diskinize uydu üzerinden kaydettiğimiz seçeneklere OK tuşuna basarak ulaşabilirsiniz.
VOD_CATALOGUE_MESSAGE_MOREINFOUSER;;This content is stored in your hdd. It will not use your internet connection.;Bu içerik diskinizde kayıtlıdır, internet kullanmaz.
VOD_FEATURES_ACTION_ADDPVRORDER;;CREATE RECORDING ORDER;KAYIT EMRİ VER
VOD_FEATURES_ACTION_REMOVEPVRORDER;;DELETE RECORDING ORDER;KAYIT EMRİNİ İPTAL ET
VOD_FEATURES_ACTION_MYPVR;;MY RECORDINGS;KAYDETTİKLERİM
VOD_FEATURES_MESSAGE_NOPVRRECORDING;;No new episodes were added since you created the Recording Order.%cr%Please visit this page again later.;Kayıt emri verdiğiniz tarihten sonra yeni bölüm henüz eklenmemiş.%cr%%cr%Lütfen daha sonra tekrar ziyaret ediniz.
VOD_FEATURES_MESSAGE_NOPVRCOMMAND_SERIES;;You need to create a Recording Order to see the episodes. %cr%%cr%After creating a Recording Order you will see the episodes here.;Bu dizinin bölümlerini izleyebilmek için kayıt emri oluşturmalısınız. %cr%%cr%Kayıt emri oluşturduğunuz tarihten itibaren yayınlanan bölümlere buradan ulaşabilirsiniz.%cr%
POPUP_PVR_MESSAGE_ONCREATE;;Do you want to record all the episodes of the series or next episode only? These recordings will not be stored on your Hard Drive.;Bundan sonra yayınlanacak tüm bölümler veya tek bölüm için kayıt emri verebilirsiniz.%cr%Bu kayıtlar internetten erişiminize açılacaktır.
POPUP_PVR_ACTION_NEXTEPISODE;;NEXT EPISODE ONLY ;SONRAKİ BÖLÜM
POPUP_PVR_ACTION_ALLEPISODE;;ALL EPISODES;TÜM BÖLÜMLER
POPUP_PVR_ACTION_CANCEL;;CANCEL;VAZGEÇ
POPUP_PVR_MESSAGE_ONDELETENEXT;;Do you want to delete your recording plan for the next episode?;Sonraki bölüm için verilmiş kayıt emrinizi iptal etmek üzeresiniz. Bundan sonraki bölümler “Kaydettiklerim” listenize eklenmeyecek.
POPUP_PVR_MESSAGE_ONDELETESERIES;;Do you want to delete your recording plan? New episodes will not be recorded.;Tüm bölümler için verilmiş kayıt emrinizi iptal etmek üzeresiniz. Bundan sonraki bölümler “Kaydettiklerim” listenize eklenmeyecek.
POPUP_PVR_ACTION_DELETEPVR;;DELETE;EMRİ İPTAL ET
POPUP_REMOTE_RECORD_ERROR;;Your request could not be processed. Please try again.;İşleminiz gerçekleştirilemedi. Lütfen tekrar deneyiniz.
VOD_WARNING_MESSAGE_PVRCREATE;;After you create a Recording Order, new episodes will be recorded for you in Digiturk Portal;Kayıt emri verdikten sonra yayınlanacak bölümler sizin için Digiturk Portala kaydedilecektir.
VOD_WARNING_MESSAGE_PVRRECORDINGS;;To see the episodes recorded for you, you can click OK button on MY RECORDINGS.;Sizin için kaydedilen bölümlere KAYDETTİKLERİM üzerinde OK tuşlayarak ulaşabilirsiniz.
MULTIPLE_VALIDATE_ACTION_NOT_AGAIN;;DO NOT SHOW AGAIN;BİR DAHA GÖSTERME
VOD_FEATURES_ACTION_DELETEPVREPISODE;;DELETE EPISODE;BÖLÜMÜ SİL
VOD_FEATURES_MESSAGE_DELETEPVREPISODE;;Do you want to delete this episode?;Bu bölümü silmek istediğinizden emin misiniz?
VOD_FEATURES_MESSAGE_NOPVRCOMMAND;;You need to create a Recording Order to view the contents of this channel.;Bu kanala ait içerikleri izleyebilmek için kayıt emri vermeniz gerekmektedir.
LAYOUT_MOREINFO_MESSAGE_LASTRENTDATE;;LAST DATE FOR RENT :;KİRALAMA İÇİN SON TARİH :
VOD_SALON_MESSAGE_RENTFAILED;;RENT ERROR%cr%Could not rent movie. Please check your connection and try again.;KİRALAMA HATASI%cr%Film kiralanamıyor. Lütfen internet bağlantınızı kontrol edip tekrar deneyiniz.
CONTROLSETTINGS_KID_AGE_SELECTION;;AGE LIMIT SETTINGS;ÇOCUK KİLİDİ
CONTROLSETTINGS_KID_AGE_SELECTION_SUCCESS;;Age is saved successfull which age you entered;Seçtiğiniz yaş başarıyla kaydedilmiştir
CONTROLSETTINGS_KID_AGE_SELECTION_TITLE;;Please enter your child age ;Lütfen çocuğunuzun yaşını giriniz.
POPUP_NOTIFICATIONS_KIDAGESETTINGS;;This content is available for age group bigger than %1 , you can change age from settings;Bu içerik %1 yaş üstü için uygundur, ayarlardan yaşı değiştirebilirsiniz
RECORDPLANNER_MENUITEM_ACTION_ENDDATE;;EXPIRE DATE;SON İZLEME TARİHİ
CONTROLSETTINGS_KID_AGE_SELECTION_CLOSE;;CLOSE;KAPAT
USERPREF_SETTINGS_ACTION_PAIREDDEVICE;;PAIRED DEVICE SETTINGS;EŞLENİK CİHAZ AYARLARI
PAIREDDEVICESETTINGS_STBNAME_PARAMETER;;STB NAME;KUTU ADI
PAIREDDEVICESETTINGS_DEVICES_PARAMETER;;PAIRED DEVICES;EŞLENİK CİHAZLAR
PAIREDDEVICESETTINGS_DEVICE_PAIRED;;PAIRED;EŞLİ
PAIREDDEVICESETTINGS_DEVICE_DELETE;;DELETE;SİL
PAIREDDEVICESETTINGS_NOPAIREDDEVICE;;There is not any paired companion device;Eşlenmiş cihaz bulunmamaktadır
POPUP_PAIRING_REQUEST;;'%1' wants to pair with your STB, do you want to accept?;'%1' adlı cihazdan gelen eşleşme isteğini onaylamak istiyor musunuz?
POPUP_PAIRING_REQUEST_ACCEPT;;ACCEPT;EŞLEŞTİR
POPUP_PAIRING_REQUEST_REJECT;;REJECT;REDDET
POPUP_PAIRING_REQUEST_TITLE;;Pairing Request;Eşleşme İsteği
EVENTOPTION_BUY_ACTION_BUY;;BUY (%1TL);SATIN AL (%1TL)
ENTERPIN_LOCK_MESSAGE_SATIN_AL_LOCK;;Please, enter your PIN Code to buy this content.%cr%;Bu içeriği satın almak için lütfen PIN Kodunuzu giriniz.
BUTTON_LABEL_BUY;;BUY;SATIN AL
VOD_SALON_MESSAGE_SALEFAILED;;SALE ERROR%cr%Could not buy movie. Please check your connection and try again.;SATIN ALMA HATASI%cr%Film satın alınamıyor. Lütfen internet bağlantınızı kontrol edip tekrar deneyiniz.
BUTTON_LABEL_RENT;;RENT;KİRALA
BUTTON_LABEL_PRICE;;(%1);(%1)
VOD_PLAY_ACTION_DESCRIPTIVE;;PLAY DESCRIPTIVE; BETİMLEMELİ İZLE
POPUP_SCREEN_TEMP_PROBLEM_TEXT;;Temporary problem is occured. Press OK to exit this menu.;Geçici bir problem yaşanmakta. Bu menüden çıkmak için lütfen OK tuşuna basınız.
ENTERPIN_LOCK_MESSAGE_SATIN_AL_LOCK;;Please, enter your PIN Code to buy this content to %1 TL.%cr%;Bu içeriği %1 TL'ye sınırsız izleme hakkı ile satın almak için lütfen PIN Kodunuzu giriniz.
VOD_SALON_MESSAGE_SALEFAILED;;SALE ERROR%cr%Could not buy movie. Please check your connection and try again.;SATIN ALMA HATASI%cr%Film satın alınamıyor. Lütfen internet bağlantınızı kontrol edip tekrar deneyiniz.
RECORD_LOCKED_AND_MOVED_TO_LOCKEDRECORDS;;Your record has been locked successfully and moved to 'LOCKED' tab.; Kaydınız başarıyla kilitlendi ve 'KİLİTLİ' sekmesine taşındı.
RECORD_UNLOCKED_AND_MOVED_TO_ALLRECORDS;;Your record has been unlocked successfully and moved to 'ALL' tab.; Kaydınızın kilidi başarıyla kaldırıldı ve 'HEPSİ' sekmesine taşındı.
PIP_NO_PERMISSION_POPUP;;You cannot use PIP on this channel.;Bu kanal için takip ekranı açamazsınız.
PIP_POPUP_TITLE;;ERROR PIP;TAKİP EKRANI HATASI
EVENTOPTION_MORE_LIKE_THIS_MESSAGE_ACCESS;;People who watched this also watched;Bunu izleyenler bunları da izledi
VOD_MENUITEM_ACTION_MORE_LIKE_THIS;;MORE LIKE THIS;BENZER ÖNERİLER

#Search Criterias
SEARCH_MOOD_ALL;;All;Hepsi
SEARCH_MOOD_LAUGH;;Laugh;Kahkaha
SEARCH_MOOD_ADRENALIN;;Adrenalin;Heyecan
SEARCH_MOOD_CHILDLIKE;;Childlike;Çocukça
SEARCH_MOOD_ENTERTAINMENT;;Entertainment;Eğlence
SEARCH_MOOD_DRAMA;;Drama;Hüzün
SEARCH_MOOD_MUSIC;;Music;Müzik
SEARCH_MOOD_SPORTS;;Sports;Spor
SEARCH_MOOD_HORROR;;Horror;Korku
SEARCH_MOOD_LEARN;;Learn;Bilgi
SEARCH_MOOD_ROMANCE;;Romance;Romantizm
SEARCH_THEME_ALL;;All;Hepsi
SEARCH_THEME_ROMANTICCOMEDY;;Romantic Comedy;Romantik Komedi
SEARCH_THEME_ACTION;;Action;Aksiyon
SEARCH_THEME_ANIMATION;;Animation;Animasyon
SEARCH_THEME_SCIFI;;Sci-Fi;Bilim Kurgu
SEARCH_THEME_ADVENTURE;;Adventure;Macera
SEARCH_THEME_DRAMA;;Drama;Drama
SEARCH_THEME_FANTASY;;Fantasy;Fantastik
SEARCH_THEME_COMEDY;;Comedy;Komedi
SEARCH_THEME_HORROR;;Horror;Korku
SEARCH_THEME_THRILLER;;Thriller;Gerilim
SEARCH_THEME_MUSICAL;;Musical;Müzikal
SEARCH_THEME_CRIME;;Crime;Polisiye
SEARCH_THEME_ROMANCE;;Romance;Romantik
SEARCH_THEME_WAR;;War;Savaş
SEARCH_THEME_BIOGRAPHY;;Biography;Biyografi
SEARCH_THEME_WESTERN;;Western;Western
SEARCH_THEME_REALITYSHOW;;Reality Show;Reality Show
SEARCH_THEME_SPORTS;;Sports;Spor
SEARCH_THEME_NEWS;;News;Haberler
SEARCH_THEME_ECONOMICS;;Economics;Ekonomi
SEARCH_THEME_DOCUMENTARY;;Documentary;Belgesel
SEARCH_THEME_CHILDRENS;;Children's;Çocuk
SEARCH_THEME_EDUCATION;;Education;Eğitim
SEARCH_THEME_ARTCULTURE;;Art&Culture;Sanat ve Kültür
SEARCH_THEME_RELIGION;;Religion;Din
SEARCH_THEME_LIFESTYLE;;Life Style;Yaşam
SEARCH_THEME_MAGAZINE;;Magazine;Magazin
SEARCH_THEME_GAMESHOW;;Game Show;Yarışma
SEARCH_THEME_ENTERTAINMENT;;Entertainment;Eğlence
SEARCH_THEME_MUSIC;;Music;Müzik
SEARCH_THEME_REALITY;;Reality;Reality

#No HDD Messages
MENU_NODATA_MESSAGE_NOHDD_1000;;HDD1000 HDD ERROR%cr%Recording feature is available when HDD is plugged.%cr%Be sure your HDD is plugged and power cycle set top box.;HDD1000 Sabit Disk Takılı Değil %cr% Kaydetme özelliği yalnızca sabit disk takılıyken kullanılabilir.%cr%Sabit diskin yerine oturduğuna emin olduktan sonra uydu alıcınızın fişini çıkarıp takınız.
MENU_NODATA_MESSAGE_NOHDD_1001;;HDD1001 HDD ERROR%cr%Recording feature is available when HDD is plugged.%cr%Be sure your HDD is plugged and power cycle set top box.;HDD1001 Sabit Disk Takılı Değil %cr% Kaydetme özelliği yalnızca sabit disk takılıyken kullanılabilir.%cr%Sabit diskin yerine oturduğuna emin olduktan sonra uydu alıcınızın fişini çıkarıp takınız.
MENU_NODATA_MESSAGE_NOHDD_1002;;HDD1002 HDD ERROR%cr%This feature is available when HDD is plugged.%cr%Be sure your HDD is plugged and power cycle set top box.;HDD1002 Sabit Disk Takılı Değil %cr% Bu özellik yanlızca sabit disk takılıyken kullanılabilir.%cr%Sabit diskin yerine oturduğuna emin olduktan sonra uydu alıcınızın fişini çıkarıp takınız.
MENU_NODATA_MESSAGE_NOHDD_1003;;HDD1003 HDD ERROR%cr%This feature is available when HDD is plugged.%cr%You can call 212-473 7373 to demand appropriate HDD.%cr%If you have HDD, this feature will be activated soon.;HDD1003 SABİT DİSK HATASI %cr% Bu özellik yanlızca sabit disk takılıyken kullanılabilir.%cr%Sabit disk talep etmek için 0212 473 73 73'ü arayabilirsiniz.%cr%Sabit diskiniz takılıysa bu özellik kısa süre içinde etkinleşecektir.

MENU_NODATA_MESSAGE_NOHDD_1100;;HDD1100 HDD ERROR%cr%Recording feature is available when HDD is plugged. If you have HDD, plug again and power cycle set top box.;HDD1100 SABİT DİSK HATASI %cr%Kaydetme özelliği yalnızca sabit disk takılıyken kullanılabilir. Sabit diskiniz varsa kutunun fişini çıkarıp takın.
RECOMMENDATION_NO_CONTENT_ERR_1004;;ERR1004 ERROR%cr%Recommended events will be loaded soon.%cr%Please try again later.;ERR1004 Önerilen İçerikler Yükleniyor%cr%Önerilen içerikler kısa süre içinde yüklenerek özellik aktiflenecektir.%cr%Lütfen daha sonra tekrar deneyiniz.
DVDIGI_NO_CONTENT_ERR1005;;ERR1005%cr%DVDigi events will be loaded soon.%cr%Please try again later.;ERR1005%cr%DVDigi içerikleri uydu alıcınıza kısa süre içinde yüklenecektir.%cr%Uydu alıcınızı kullanmadığınız zamanlarda standby (bekleme) modunda bırakınız.
SEARCH_MENU_NOT_AVAILABLE_ERR1003;;ERR1003 No Index File%cr%Search index file will be loaded soon.%cr%Please try again later.;ERR1003 Arama Kaynak Dosyası Yükleniyor%cr%Arama kaynak dosyası kısa süre içinde yüklenerek özellik aktiflenecektir.%cr%Lütfen daha sonra tekrar deneyiniz.

#Footbal Application
HIGHLIGHTS;;HIGHLIGHTS; ÖNEMLI ANLAR
PAST_RESULTS;; PAST RESULTS; GEÇMİŞ MAÇLAR
SQUAD;;SQUAD;KADRO
STANDINGS;;STANDINGS;PUAN DURUMU
STATISTICS;;STATISTICS;İSTATİSTİKLER
MATCH_EVENTS;;MATCH EVENTS;KRONOMETRE
OK_MENU_FOOTBALL_APPLICATON;;beIN SPORTS Extra;beIN SPORTS Extra
OK_MENU_FOOTBALL_APPLICATION_DESC;;You can launch beIN SPORTS Extra application by pressing OK.;OK tuşuyla beIN SPORTS Extra uygulamasını açabilirsiniz.
OK_MENU_FOOTBALL_APPLICATION_NO_INTERNET;;You need internet connection to use this application.Please check internet connection.;Bu uygulamayı kullanabilmeniz için internet bağlantısına ihtiyaç vardır.Lütfen internet ayarlarınızı kontrol ediniz.
FOOTBALL_APPLICATION_NO_DATA;;There is no available data for now.Please try later;Sonuç bulunamadı.Lütfen daha sonra tekrar deneyiniz.
FOOTBALL_APPLICATION_PAST_RESULTS_NO_DATA;;There is no available data for now.;Sonuç bulunamadı.
FOOTBALL_APPLICATION_BANNER_INFORM_TEXT;;Do not miss important moments and previous match summary of this match! Press OK key to watch.;beIN SPORTS Extra uygulamasıyla bu maça ait önemli anları ve önceki maç özetlerini kaçırmayın! Ok tuşuna basarak hemen izleyebilirsiniz.
